3.45928,3.02407
3.52643,3.26488
3.59358,3.50569
3.66074,3.7465
3.72789,3.98731
3.79504,4.22813
3.8622,4.46894
3.92935,4.70975
3.99651,4.95056
4.06366,5.19137
4.13081,5.43218
4.19797,5.673
4.26512,5.91381
4.32238,6.11913
4.18254,5.9119
4.04271,5.70466
3.90287,5.49743
3.76304,5.2902
3.62321,5.08296
3.49429,4.89192
3.42714,4.65111
3.35999,4.41029
3.29283,4.16948
3.22568,3.92867
3.15853,3.68786
3.09138,3.44705
3.02422,3.20624
2.95707,2.96543
2.88991,2.72461
2.82276,2.4838
2.75561,2.24299
2.68846,2.00218
2.6213,1.76137
2.55415,1.52056
2.487,1.27975
2.41984,1.03893
2.38785,0.924205
2.18985,1.07683
1.99185,1.22945
1.98795,1.23246
2.0551,1.47327
2.12226,1.71408
2.18941,1.95488
2.19767,1.98451
