-13.2154,3.55729
-13.3521,3.76662
-13.4888,3.97595
-13.6255,4.18528
-13.7621,4.39462
-13.8988,4.60395
-14.0355,4.81328
-14.1722,5.02262
-14.3088,5.23195
-14.4455,5.44128
-14.5822,5.65061
-14.7188,5.85995
-14.8555,6.06928
-14.9922,6.27861
-15.1289,6.48794
-15.2655,6.69728
-15.4022,6.90661
-15.5389,7.11594
-15.6756,7.32527
-15.742,7.42706
-15.6495,7.65931
-15.557,7.89155
-15.5302,7.95873
-15.3936,7.7494
-15.2569,7.54007
-15.1202,7.33073
-14.9835,7.1214
-14.8469,6.91207
-14.7102,6.70273
-14.5735,6.4934
-14.4368,6.28407
-14.3002,6.07474
-14.1635,5.8654
-14.0268,5.65607
-13.8901,5.44674
-13.7535,5.23741
-13.6168,5.02807
-13.4801,4.81874
-13.3435,4.60941
-13.2068,4.40007
-13.0701,4.19074
-12.9334,3.98141
-12.7968,3.77208
-12.6601,3.56274
-12.5234,3.35341
-12.3867,3.14408
-12.2501,2.93475
-12.1134,2.72541
-11.9767,2.51608
-11.84,2.30675
-11.7034,2.09741
-11.5667,1.88808
-11.43,1.67875
-11.2933,1.46942
-11.1567,1.26008
-11.02,1.05075
-10.8833,0.841419
-10.7467,0.632086
-10.61,0.422753
-10.4733,0.213421
-10.3366,0.00408785
-10.2,-0.205245
-10.0633,-0.414578
-9.92661,-0.62391
-9.78994,-0.833243
-9.71673,-0.945372
-9.52297,-1.10336
-9.32922,-1.26134
-9.13547,-1.41933
-8.94172,-1.57731
-8.74797,-1.7353
-8.55422,-1.89329
-8.52149,-1.91997
-8.65816,-1.71064
-8.79484,-1.5013
-8.93151,-1.29197
-9.06819,-1.08264
-9.20486,-0.873307
-9.34153,-0.663974
-9.47821,-0.454641
-9.61488,-0.245308
-9.75155,-0.0359756
-9.88823,0.173357
-10.0249,0.38269
-10.1616,0.592023
-10.2982,0.801355
-10.4349,1.01069
-10.5716,1.22002
-10.7083,1.42935
-10.8449,1.63869
-10.9816,1.84802
-11.1183,2.05735
-11.255,2.26668
-11.3916,2.47602
-11.5283,2.68535
-11.665,2.89468
-11.8017,3.10402
-11.9383,3.31335
