4.41588,-7.82011
4.35933,-7.97137
4.26958,-7.73804
4.17984,-7.50471
4.10596,-7.31265
4.19351,-7.07848
4.28105,-6.84431
4.3686,-6.61014
4.45614,-6.37597
4.54369,-6.1418
4.63124,-5.90763
4.71878,-5.67346
4.80633,-5.43929
4.89387,-5.20512
4.98142,-4.97095
5.06896,-4.73678
5.15651,-4.50261
5.24405,-4.26844
5.3316,-4.03427
5.41914,-3.8001
5.50669,-3.56593
5.59424,-3.33176
5.68178,-3.09759
5.76933,-2.86342
5.85687,-2.62925
5.94442,-2.39508
6.03196,-2.16091
6.11951,-1.92674
6.20705,-1.69257
6.2946,-1.4584
6.38214,-1.22423
6.46969,-0.990055
6.55724,-0.755885
6.64478,-0.521715
