-14.2177,3.44069,2.55084,2,0
-14.4254,3.57993,2.55084,1,0.223607
-14.633,3.71918,2.55084,1,0.316228
-14.8406,3.85842,2.55084,1,0.387298
-15.0483,3.99767,2.55084,1,0.447214
-15.2559,4.13691,2.55084,1,0.25
-15.4635,4.27616,2.55084,1,0.25
-15.6712,4.41541,2.55084,1,0.25
-15.8788,4.55465,2.55084,1,0.25
-16.0864,4.6939,2.55084,1,0.25
-16.2764,4.8213,2.14921,2,0
-16.4131,5.03063,2.14921,1,0.25
-16.5497,5.23996,2.14921,1,0.25
-16.5892,5.30037,1.19172,2,0
-16.4967,5.53261,1.19172,1,0.25
-16.4041,5.76486,1.19172,1,0.25
-16.3774,5.83204,-0.992384,2,0
-16.2407,5.62271,-0.992384,1,0.223607
-16.104,5.41337,-0.992384,1,0.316228
-15.9674,5.20404,-0.992384,1,0.387298
-15.8307,4.99471,-0.992384,1,0.447214
-15.694,4.78538,-0.992384,1,0.5
-15.5573,4.57605,-0.992384,1,0.25
-15.4207,4.36671,-0.992384,1,0.25
-15.284,4.15738,-0.992384,1,0.25
-15.1473,3.94805,-0.992384,1,0.25
-15.0106,3.73872,-0.992384,1,0.25
-14.9645,3.66797,-0.721154,2,0
-14.7767,3.50291,-0.721154,1,0.223607
-14.5889,3.33785,-0.721154,1,0.25
-14.4012,3.17278,-0.721154,1,0.25
-14.2134,3.00772,-0.721154,1,0.25
-14.0257,2.84266,-0.721154,1,0.25
-13.8379,2.6776,-0.721154,1,0.25
-13.6525,2.51463,2.14921,2,0
-13.7892,2.72397,2.14921,1,0.223607
-13.9259,2.9333,2.14921,1,0.316228
-14.0625,3.14263,2.14921,1,0.387298
-14.1992,3.35196,2.14921,1,0.447214
-14.3359,3.5613,2.14921,1,0.5
-14.4726,3.77063,2.14921,1,0.547723
-14.6092,3.97996,2.14921,1,0.591608
-14.7459,4.18929,2.14921,1,0.632456
-14.8826,4.39863,2.14921,1,0.67082
-15.0193,4.60796,2.14921,1,0.67082
-15.1559,4.81729,2.14921,1,0.632456
-15.2926,5.02662,2.14921,1,0.591608
-15.4293,5.23596,2.14921,1,0.547723
-15.566,5.44529,2.14921,1,0.25
-15.7026,5.65462,2.14921,1,0.25
-15.8393,5.86395,2.14921,1,0.25
-15.976,6.07329,2.14921,1,0.25
-16.1126,6.28262,2.14921,1,0.25
-16.1656,6.36371,1.19172,2,0
-16.0731,6.59596,1.19172,1,0.25
-15.9806,6.82821,1.19172,1,0.25
-15.9538,6.89538,-0.992384,2,0
-15.8171,6.68605,-0.992384,1,0.223607
-15.6805,6.47672,-0.992384,1,0.316228
-15.5438,6.26739,-0.992384,1,0.387298
-15.4071,6.05805,-0.992384,1,0.447214
-15.2704,5.84872,-0.992384,1,0.5
-15.1338,5.63939,-0.992384,1,0.547723
-14.9971,5.43006,-0.992384,1,0.591608
-14.8604,5.22072,-0.992384,1,0.632456
-14.7237,5.01139,-0.992384,1,0.67082
-14.5871,4.80206,-0.992384,1,0.707107
-14.4504,4.59273,-0.992384,1,0.74162
-14.3137,4.38339,-0.992384,1,0.774597
-14.177,4.17406,-0.992384,1,0.806226
-14.0404,3.96473,-0.992384,1,0.806226
-13.9037,3.7554,-0.992384,1,0.774597
-13.767,3.54606,-0.992384,1,0.74162
-13.6304,3.33673,-0.992384,1,0.707107
-13.4937,3.1274,-0.992384,1,0.67082
-13.357,2.91807,-0.992384,1,0.632456
-13.2203,2.70873,-0.992384,1,0.591608
-13.0837,2.4994,-0.992384,1,0.547723
-12.947,2.29007,-0.992384,1,0.25
-12.8103,2.08074,-0.992384,1,0.25
-12.6736,1.8714,-0.992384,1,0.25
-12.537,1.66207,-0.992384,1,0.25
-12.4003,1.45274,-0.992384,1,0.25
-12.3406,1.3613,-0.721154,2,0
-12.1528,1.19624,-0.721154,1,0.223607
-11.9651,1.03118,-0.721154,1,0.25
-11.7773,0.866113,-0.721154,1,0.25
-11.5896,0.701051,-0.721154,1,0.25
-11.4018,0.535989,-0.721154,1,0.25
-11.214,0.370927,-0.721154,1,0.25
-11.0287,0.207964,2.14921,2,0
-11.1653,0.417296,2.14921,1,0.223607
-11.302,0.626629,2.14921,1,0.316228
-11.4387,0.835962,2.14921,1,0.387298
-11.5754,1.04529,2.14921,1,0.447214
-11.712,1.25463,2.14921,1,0.5
-11.8487,1.46396,2.14921,1,0.547723
-11.9854,1.67329,2.14921,1,0.591608
-12.122,1.88263,2.14921,1,0.632456
-12.2587,2.09196,2.14921,1,0.67082
-12.3954,2.30129,2.14921,1,0.707107
-12.5321,2.51062,2.14921,1,0.74162
-12.6687,2.71996,2.14921,1,0.774597
-12.8054,2.92929,2.14921,1,0.806226
-12.9421,3.13862,2.14921,1,0.83666
-13.0788,3.34795,2.14921,1,0.866025
-13.2154,3.55729,2.14921,1,0.894427
-13.3521,3.76662,2.14921,1,0.921954
-13.4888,3.97595,2.14921,1,0.921954
-13.6255,4.18528,2.14921,1,0.894427
-13.7621,4.39462,2.14921,1,0.866025
-13.8988,4.60395,2.14921,1,0.83666
-14.0355,4.81328,2.14921,1,0.806226
-14.1722,5.02262,2.14921,1,0.774597
-14.3088,5.23195,2.14921,1,0.74162
-14.4455,5.44128,2.14921,1,0.707107
-14.5822,5.65061,2.14921,1,0.67082
-14.7188,5.85995,2.14921,1,0.632456
-14.8555,6.06928,2.14921,1,0.591608
-14.9922,6.27861,2.14921,1,0.547723
-15.1289,6.48794,2.14921,1,0.25
-15.2655,6.69728,2.14921,1,0.25
-15.4022,6.90661,2.14921,1,0.25
-15.5389,7.11594,2.14921,1,0.25
-15.6756,7.32527,2.14921,1,0.25
-15.742,7.42706,1.19172,2,0
-15.6495,7.65931,1.19172,1,0.25
-15.557,7.89155,1.19172,1,0.25
-15.5302,7.95873,-0.992384,2,0
-15.3936,7.7494,-0.992384,1,0.223607
-15.2569,7.54007,-0.992384,1,0.316228
-15.1202,7.33073,-0.992384,1,0.387298
-14.9835,7.1214,-0.992384,1,0.447214
-14.8469,6.91207,-0.992384,1,0.5
-14.7102,6.70273,-0.992384,1,0.547723
-14.5735,6.4934,-0.992384,1,0.591608
-14.4368,6.28407,-0.992384,1,0.632456
-14.3002,6.07474,-0.992384,1,0.67082
-14.1635,5.8654,-0.992384,1,0.707107
-14.0268,5.65607,-0.992384,1,0.74162
-13.8901,5.44674,-0.992384,1,0.774597
-13.7535,5.23741,-0.992384,1,0.806226
-13.6168,5.02807,-0.992384,1,0.83666
-13.4801,4.81874,-0.992384,1,0.866025
-13.3435,4.60941,-0.992384,1,0.894427
-13.2068,4.40007,-0.992384,1,0.921954
-13.0701,4.19074,-0.992384,1,0.948683
-12.9334,3.98141,-0.992384,1,0.974679
-12.7968,3.77208,-0.992384,1,1
-12.6601,3.56274,-0.992384,1,1.0247
-12.5234,3.35341,-0.992384,1,1.0247
-12.3867,3.14408,-0.992384,1,1
-12.2501,2.93475,-0.992384,1,0.974679
-12.1134,2.72541,-0.992384,1,0.948683
-11.9767,2.51608,-0.992384,1,0.921954
-11.84,2.30675,-0.992384,1,0.894427
-11.7034,2.09741,-0.992384,1,0.866025
-11.5667,1.88808,-0.992384,1,0.83666
-11.43,1.67875,-0.992384,1,0.806226
-11.2933,1.46942,-0.992384,1,0.774597
-11.1567,1.26008,-0.992384,1,0.74162
-11.02,1.05075,-0.992384,1,0.707107
-10.8833,0.841419,-0.992384,1,0.67082
-10.7467,0.632086,-0.992384,1,0.632456
-10.61,0.422753,-0.992384,1,0.591608
-10.4733,0.213421,-0.992384,1,0.547723
-10.3366,0.00408785,-0.992384,1,0.25
-10.2,-0.205245,-0.992384,1,0.25
-10.0633,-0.414578,-0.992384,1,0.25
-9.92661,-0.62391,-0.992384,1,0.25
-9.78994,-0.833243,-0.992384,1,0.25
-9.71673,-0.945372,-0.684063,2,0
-9.52297,-1.10336,-0.684063,1,0.223607
-9.32922,-1.26134,-0.684063,1,0.25
-9.13547,-1.41933,-0.684063,1,0.25
-8.94172,-1.57731,-0.684063,1,0.25
-8.74797,-1.7353,-0.684063,1,0.25
-8.55422,-1.89329,-0.684063,1,0.25
-8.52149,-1.91997,2.14921,2,0
-8.65816,-1.71064,2.14921,1,0.223607
-8.79484,-1.5013,2.14921,1,0.316228
-8.93151,-1.29197,2.14921,1,0.387298
-9.06819,-1.08264,2.14921,1,0.447214
-9.20486,-0.873307,2.14921,1,0.5
-9.34153,-0.663974,2.14921,1,0.547723
-9.47821,-0.454641,2.14921,1,0.591608
-9.61488,-0.245308,2.14921,1,0.632456
-9.75155,-0.0359756,2.14921,1,0.67082
-9.88823,0.173357,2.14921,1,0.707107
-10.0249,0.38269,2.14921,1,0.74162
-10.1616,0.592023,2.14921,1,0.774597
-10.2982,0.801355,2.14921,1,0.806226
-10.4349,1.01069,2.14921,1,0.83666
-10.5716,1.22002,2.14921,1,0.866025
-10.7083,1.42935,2.14921,1,0.894427
-10.8449,1.63869,2.14921,1,0.921954
-10.9816,1.84802,2.14921,1,0.948683
-11.1183,2.05735,2.14921,1,0.974679
-11.255,2.26668,2.14921,1,1
-11.3916,2.47602,2.14921,1,1.0247
-11.5283,2.68535,2.14921,1,1.04881
-11.665,2.89468,2.14921,1,1.07238
-11.8017,3.10402,2.14921,1,1.09545
-11.9383,3.31335,2.14921,1,1.11803
-12.075,3.52268,2.14921,1,1.09545
-12.2117,3.73201,2.14921,1,1.07238
-12.3484,3.94135,2.14921,1,1.04881
-12.485,4.15068,2.14921,1,1.0247
-12.6217,4.36001,2.14921,1,1
-12.7584,4.56934,2.14921,1,0.974679
-12.895,4.77868,2.14921,1,0.948683
-13.0317,4.98801,2.14921,1,0.921954
-13.1684,5.19734,2.14921,1,0.894427
-13.3051,5.40668,2.14921,1,0.866025
-13.4417,5.61601,2.14921,1,0.83666
-13.5784,5.82534,2.14921,1,0.806226
-13.7151,6.03467,2.14921,1,0.774597
-13.8518,6.24401,2.14921,1,0.74162
-13.9884,6.45334,2.14921,1,0.707107
-14.1251,6.66267,2.14921,1,0.67082
-14.2618,6.872,2.14921,1,0.632456
-14.3985,7.08134,2.14921,1,0.591608
-14.5351,7.29067,2.14921,1,0.547723
-14.6718,7.5,2.14921,1,0.25
-14.8085,7.70934,2.14921,1,0.25
-14.9452,7.91867,2.14921,1,0.25
-15.0818,8.128,2.14921,1,0.25
-15.2185,8.33733,2.14921,1,0.25
-15.3184,8.4904,1.19172,2,0
