4.16558,0.403699
4.4126,0.365189
4.65962,0.326679
4.90663,0.28817
5.15365,0.24966
5.40066,0.21115
5.64768,0.17264
5.89469,0.13413
6.14171,0.0956205
6.38873,0.0571107
6.63574,0.0186009
6.88276,-0.0199089
7.12977,-0.0584187
7.37679,-0.0969286
7.62381,-0.135438
7.87082,-0.173948
8.11784,-0.212458
8.36485,-0.250968
8.61187,-0.289478
8.85889,-0.327987
9.1059,-0.366497
9.35292,-0.405007
9.59993,-0.443517
9.84695,-0.482027
10.094,-0.520536
10.341,-0.559046
10.588,-0.597556
10.835,-0.636066
11.082,-0.674576
11.329,-0.713086
11.5761,-0.751595
11.8231,-0.790105
12.0701,-0.828615
12.3171,-0.867125
12.5641,-0.905635
12.8111,-0.944144
13.0582,-0.982654
13.3052,-1.02116
13.5522,-1.05967
13.7992,-1.09818
14.0462,-1.13669
14.2932,-1.1752
14.5403,-1.21371
14.7873,-1.25222
