1.57794,-8.97321
1.51965,-9.11142
1.46136,-9.24963
1.40307,-9.38784
1.34478,-9.52605
1.28649,-9.66426
1.2282,-9.80247
1.16991,-9.94069
1.11162,-10.0789
1.08095,-10.1516
1.18316,-10.0418
1.28538,-9.93206
1.38759,-9.82227
1.4898,-9.71249
1.59201,-9.60271
1.69422,-9.49292
1.79644,-9.38314
1.89865,-9.27336
2.00086,-9.16357
2.00947,-9.15432
2.06776,-9.01611
2.12605,-8.8779
2.18434,-8.73969
2.24262,-8.60148
2.30091,-8.46327
2.3592,-8.32506
2.41749,-8.18685
2.47578,-8.04864
2.53407,-7.91042
2.59236,-7.77221
2.65065,-7.634
2.70894,-7.49579
2.76723,-7.35758
2.82551,-7.21937
2.8838,-7.08116
2.94209,-6.94295
3.00038,-6.80474
3.05867,-6.66652
3.11696,-6.52831
3.17525,-6.3901
3.23354,-6.25189
3.29183,-6.11368
3.35011,-5.97547
3.4084,-5.83726
3.46669,-5.69905
3.52498,-5.56084
3.58327,-5.42263
3.64156,-5.28441
3.69985,-5.1462
3.75814,-5.00799
3.77246,-4.97403
3.72902,-5.1176
3.68557,-5.26117
3.64213,-5.40474
3.59868,-5.54831
3.55524,-5.69188
3.51179,-5.83545
3.46835,-5.97902
3.42491,-6.12259
3.38146,-6.26616
3.33802,-6.40973
3.29457,-6.5533
3.25113,-6.69687
3.20768,-6.84044
3.16424,-6.98401
3.12079,-7.12758
3.07735,-7.27115
3.03391,-7.41472
2.99046,-7.55829
2.94702,-7.70187
2.90357,-7.84544
2.86013,-7.98901
2.81668,-8.13258
2.77324,-8.27615
2.74731,-8.36182
2.6968,-8.22058
2.6463,-8.07934
2.59579,-7.9381
2.54528,-7.79686
2.49477,-7.65562
2.44426,-7.51438
2.39375,-7.37314
2.34325,-7.2319
2.29274,-7.09066
2.24223,-6.94942
2.19172,-6.80818
2.14121,-6.66694
