5.55254,-10.0232
5.41626,-9.81358
5.27997,-9.60399
5.14369,-9.39441
5.0074,-9.18482
4.87111,-8.97524
4.73483,-8.76565
4.59854,-8.55607
4.46225,-8.34648
4.32597,-8.1369
4.18968,-7.92731
4.05339,-7.71773
3.91711,-7.50814
3.78082,-7.29856
3.64454,-7.08897
3.50825,-6.87939
3.37196,-6.6698
3.23568,-6.46022
3.09939,-6.25063
2.9631,-6.04105
2.82682,-5.83146
2.69053,-5.62188
2.55424,-5.41229
2.41796,-5.20271
2.28167,-4.99312
2.14538,-4.78354
2.0091,-4.57395
1.87281,-4.36437
1.73653,-4.15478
1.60024,-3.9452
1.46395,-3.73561
1.32767,-3.52603
1.19138,-3.31644
1.05509,-3.10686
0.984008,-2.99754
0.780811,-2.85191
0.577615,-2.70627
0.558249,-2.69239
0.388747,-2.87615
0.238512,-3.03902
0.441711,-3.18466
0.64491,-3.33029
0.84811,-3.47593
1.05131,-3.62156
1.25451,-3.7672
1.45771,-3.91283
1.66091,-4.05847
1.86411,-4.2041
2.06731,-4.34974
2.26195,-4.48924
2.4246,-4.6791
2.58725,-4.86895
2.7499,-5.0588
2.91255,-5.24866
3.0752,-5.43851
3.23785,-5.62837
3.40049,-5.81822
3.5399,-5.98094
